id,code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
11185,CUU,MMCU,General Roberto Fierro Villalobos International Airport,28.704048,-105.96952,4422,,America/Chihuahua,CUU,MX,Chihuahua,Chihuahua,Aquiles Serdan,AP
11186,CUV,SVCG,Casigua El Cubo Airport,11.066667,-70.95,55,,America/Caracas,CUV,VE,Casigua El Cubo,Falcon,Municipio Dabajuro,AP
11187,CUW,,Cube Cove,57.941666,-134.75,"0",,America/Juneau,CUW,US,,,,AP
11188,CUX,,Cuddihy Field,27.75,-97.33611,"0",,America/Chicago,CRP,US,Corpus Christi,,,AP
11189,CUY,YCUE,Cue Airport,-27.4469307,117.9177756,1430,,Australia/Perth,CUY,AU,,,,AP
11190,CUZ,SPZO,Alejandro Velasco Astete International Airport,-13.5362553,-71.93777215348605,10774,http://www.corpac.gob.pe/,America/Lima,CUZ,PE,Cusco,Cusco,Provincia de Cusco,AP
11191,CVA,,Civic Ar Heli,40.496666,-80.23583,1122,,America/New_York,PIT,US,,,,AP
11192,CVB,AYCB,Chungribu Airport,-4.8066201,144.7149963,101,,Pacific/Port_Moresby,CVB,PG,Chungribu,,,AP
11193,CVC,YCEE,Cleve Airport,-33.709539050000004,136.50503364234316,583,,Australia/Adelaide,CVC,AU,,South Australia,Cleve,AP
11194,CVE,SKCV,CoveÃ±as Airport,9.40092,-75.6913,78,,America/Bogota,CVE,CO,CoveÃ±as,Cordoba,,AP
11195,CVF,LFLJ,Courchevel Altiport,45.397101,6.633762365254487,6568,,Europe/Paris,CVF,FR,Courcheval,Rhone-Alpes,Departement de la Savoie,AP
11196,CVG,KCVG,Cincinnati Northern Kentucky International Airport,39.0555,-84.66145,866,http://www.cvgairport.com,America/New_York,CVG,US,Cincinnati,Kentucky,Boone County,AP
11197,CVH,SAHE,Caviahue Airport,-37.916668,"-71.0",5787,,America/Argentina/Salta,CVH,AR,Lafontaine,,,AP
11198,CVI,,Caleta Olivia Airport,-46.416668,-67.416664,"0",,America/Argentina/Rio_Gallegos,CVI,AR,Caleta Olivia,Santa Cruz,,AP
11199,CVJ,MMCB,Aeropuerto Internacional Mariano Matamoros,18.916668,-99.25,5003,,America/Mexico_City,CVJ,MX,Unidad Habitacional JosÃ© MarÃ­a Morelos y PavÃ³n,Morelos,Cuernavaca,AP
11200,CVL,,Cape Vogel Airport,-9.466667,150.5,741,,Pacific/Port_Moresby,CVL,PG,,,,AP
11201,CVM,MMCV,General Pedro Jose Mendez International Airport,23.713888,-98.96528,757,,America/Monterrey,CVM,MX,Ciudad Victoria,Tamaulipas,,AP
11202,CVN,KCVN,Clovis Municipal Airport,34.42584135,-103.07970767542656,4179,,America/Denver,CVN,US,Clovis,New Mexico,Curry County,AP
11203,CVO,KCVO,Corvallis Municipal Airport,44.63333,-123.11667,249,http://www.corvallisoregon.gov/index.aspx?page=160,America/Los_Angeles,CVO,US,Corvallis,Oregon,Linn County,AP
11204,CVQ,YCAR,Carnarvon Airport,-24.883429,113.66358,32,,Australia/Perth,CVQ,AU,Carnarvon,,,AP
11205,CVR,,Hughes,33.975,-118.417,26,,America/Los_Angeles,CVR,US,Marina del Rey,California,Los Angeles County,AP
11206,CVS,KCVS,Cannon Air Force Base,34.382445,-103.320967,4251,http://www.cannon.af.mil/,America/Denver,CVN,US,Clovis,New Mexico,Curry County,AP
11207,CVT,EGBE,Coventry Airport,52.3699147,-1.481289537442902,203,http://www.coventryairport.co.uk/,Europe/London,CVT,GB,Coventry,England,Warwickshire,AP
11208,CVU,LPCR,Corvo Airport,39.7,-31.1,1778,,Atlantic/Azores,CVU,PT,Corvo,,,AP
11209,CWA,KCWA,Central Wisconsin Airport,44.7727172,-89.66716494412262,1236,,America/Chicago,AUW,US,Mosinee,Wisconsin,Marathon County,AP
11210,CWB,SBCT,Afonso Pena Airport,-25.5322,-49.176544,2956,,America/Sao_Paulo,CWB,BR,Curitiba,Parana,Sao Jose Dos Pinhais,AP
11211,CWC,UKLN,Chernivtsi International Airport,48.26047165,25.9785329173081,728,,Europe/Kiev,CWC,UA,Chernivtsi,Chernivtsi,,AP
11212,CWF,KCWF,Chennault International Airport,30.305918,-93.23189,29,http://www.chennault.org/,America/Chicago,LCH,US,Lake Charles,Louisiana,Calcasieu Parish,AP
11213,CWG,,Callaway Gardens,32.8418797,-84.8784817,892,,America/New_York,CWG,US,,,,AP
11214,CWI,KCWI,Clinton Municipal Airport,41.829445,-90.33195,698,,America/Chicago,CWI,US,Clinton,Iowa,Clinton County,AP
11215,CWJ,ZPCW,Cangyuan Washan Airport,23.2772471,99.37478144463962,5744,,Asia/Chongqing,CWJ,CN,Cangyuan Va Autonomous County,Yunnan,,AP
11216,CWK,VECT,Chitrakoot Airport,25.167694,80.9358,1050,,Asia/Kolkata,CWK,IN,Chitrakoot,,,AP
11217,CWL,EGFF,Cardiff International Airport,51.39850525,-3.339210332510528,252,http://www.cwlfly.com/,Europe/London,CWL,GB,Cardiff,Wales,Vale of Glamorgan,AP
11218,CWO,,Ft Wolter AAF,32.8,-98.11667,872,,America/Chicago,MWL,US,,,,AP
11219,CWP,,Campbellpore Airport,33.766666,72.433334,1141,,Asia/Karachi,CWP,PK,Campbellpore,Punjab,,AP
11220,CWR,YCWI,Cowarie Airport,-27.7125889,138.32563455173027,49,,Australia/Adelaide,CWR,AU,,,,AP
11221,CWS,78WA,Center Island Airport,47.485,-122.83139,311,,America/Los_Angeles,CWS,US,Center Island,,,AP
11222,CWT,YCWR,Cowra Airport,-33.844791900000004,148.6487317274209,944,,Australia/Sydney,CWT,AU,Cowra,New South Wales,Cowra,AP
11223,CWW,YCOR,Corowa Airport,-35.966667,146.35,485,,Australia/Sydney,CWW,AU,,New South Wales,Corowa Shire,AP
11224,CWX,P33,Cochise County Airport,32.2460187,-109.89478388178297,4192,,America/Phoenix,CWX,US,Willcox,Arizona,Cochise County,AP
11225,CXA,SVCD,Caicara del Orinoco Airport,7.62584735,-66.16444198201162,134,,America/Caracas,CXA,VE,,Bolivar,Municipio Sucre,AP
11226,CXB,VGCB,Cox's Bazar Airport,21.45533845,91.96405269840508,29,,Asia/Dhaka,CXB,BD,Cox's Bazar,Chittagong,,AP
11227,CXC,CXC,Chitina Airport,61.5833487,-144.4322008,547,,America/Anchorage,CXC,US,Chitina,,,AP
11228,CXF,PACX,Coldfoot Airport,67.25154445000001,-150.20423999491425,1108,,America/Anchorage,CXF,US,Coldfoot,,,AP
11229,CXH,CYHC,Vancouver Harbour Water Aerodrome,49.266666,-123.11667,82,,America/Vancouver,YVR,CA,,,,AP
11230,CXI,PLCH,Cassidy International Airport,1.966667,-157.45,"0",,Pacific/Kiritimati,CXI,KI,Banana,Line Islands,Kiritimati,AP
11231,CXJ,SBCX,Hugo Cantergiani Regional Airport,-29.19705975,-51.1861647969846,2424,,America/Sao_Paulo,CXJ,BR,Caxias Do Sul,Rio Grande do Sul,Caxias Do Sul,AP
11232,CXL,KCXL,Calexico International Airport,32.666668,-115.51667,-6,http://calexico.ca.gov/index.php?option=com_content&task=blogcategory&id=77&Itemid=90,America/Los_Angeles,CXL,US,Calexico,California,Imperial County,AP
11233,CXN,HCMC,Qandala Airport,11.4957059,49.9105124,42,,Africa/Mogadishu,CXN,SO,Candala,Bari,,AP
11234,CXO,KCXO,Conroe-North Houston Regional Airport,30.316668,-95.45,226,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,America/Chicago,CXO,US,Houston,Texas,Montgomery County,AP
11235,CXP,WIHL,Tunggul Wulung Airport,-7.733333,"109.0",32,,Asia/Jakarta,CXP,ID,Cilacap-Java Island,Central Java,,AP
11236,CXQ,YCRK,Christmas Creek Station Airport,-18.866667,125.916664,534,,Australia/Perth,CXQ,AU,Christmas Creek,,,AP
11237,CXR,VVCR,Cam Ranh International Airport / Cam Ranh Air Base,11.9968644,109.21728855358893,78,,Asia/Ho_Chi_Minh,NHA,VN,Nha Trang,Khanh Hoa,,AP
11238,CXT,YCHT,Charters Towers Airport,-20.046667,146.26917,935,,Australia/Brisbane,CXT,AU,Charters Towers,,,AP
11239,CXY,MYCC,Cat Cay Airport,25.416668,-77.816666,"0",https://www.catcayyachtclub.com/club/scripts/library/view_document.asp?NS=IS&DN=AIRPORT,America/Nassau,CXY,BS,North Cat Cay,,,AP
11240,CYA,MTCA,Les Cayes Airport,18.2700495,-73.7919727086445,196,,America/Port-au-Prince,CYA,HT,Les Cayes,Sud,,AP
11241,CYB,MWCB,Charles Kirkconnell International Airport,19.690191,-79.87941,55,,America/Cayman,CYB,KY,Cayman Brac,,,AP
11242,CYC,,Caye Chapel Airport,17.666668,-88.833336,104,,America/Belize,CYC,BZ,Caye Chapel,Orange Walk,,AP
11243,CYD,MZMF,San Ignacio Town (Maya Flats) Airstrip,17.104722,-89.101389,351,,America/Belize,CYD,BZ,San Ignacio,Cayo,,AP
11244,CYE,,Crystal Lake,41.210278,-75.83222,1843,,America/New_York,CYE,US,Georgetown,Pennsylvania,Luzerne County,AP
11245,CYF,PACK,Chefornak Airport,60.216667,-164.2,49,,America/Nome,CYF,US,Chefornak,,,AP
11246,CYG,YCRG,Corryong Airport,-36.25,147.9,1551,,Australia/Melbourne,CYG,AU,Jindabyne,,,AP
11247,CYI,RCKU,Chiayi Airport,23.459325550000003,120.39371622493724,82,http://www.cya.gov.tw/web/english/index.asp,Asia/Taipei,CYI,TW,Chiayi City,Taiwan,Chiayi,AP
11248,CYL,MHCS,Coyoles Airport,"15.0",-86.5,3093,,America/Tegucigalpa,CYL,HN,Coyoles,Olancho,,AP
11249,CYM,"05AA",Chatham Seaplane Base,57.5,"-135.0",1174,,America/Sitka,CYM,US,,,,AP
11250,CYO,MUCL,Vilo AcuÃ±a International Airport,21.616667,-81.51667,"0",,America/Havana,CYO,CU,Cayo Largo del Sur,Matanzas,,AP
11251,CYP,RPVC,Calbayog Airport,12.069754,124.54583456483198,29,,Asia/Manila,CYP,PH,Calbayog City,Eastern Visayas,Province of Samar,AP
11252,CYR,SUCA,Colonia Laguna de Los Patos International Airport,-34.166668,-57.5,423,,America/Montevideo,CYR,UY,Colonia del Sacramento,Colonia,,AP
11253,CYS,KCYS,Cheyenne Regional Jerry Olson Field,41.1528709,-104.819273,6174,,America/Denver,CYS,US,Cheyenne,,,AP
11254,CYT,PACY,Yakataga Airport,60.08,-142.49445,19,,America/Anchorage,CYT,US,Yakataga,,,AP
11255,CYU,RPLO,Cuyo Airport,10.883333,"121.0","0",,Asia/Manila,CYU,PH,Cuyo,Mimaropa,Province of Palawan,AP
11256,CYW,MMCY,Aeropuerto Nacional Captain Rogelio Castillo,20.5456333,-100.88527857395991,5731,,America/Mexico_City,CYW,MX,Celaya,Guanajuato,Celaya,AP
11257,CYX,UESS,Cherskiy Airport,68.7427218,161.33244351843064,36,,Asia/Srednekolymsk,CYX,RU,Cherskiy,Sakha,,AP
11258,CYZ,RPUY,Cauayan Airport,16.930542799999998,121.75222675737851,173,,Asia/Manila,CYZ,PH,Cauayan City,Cagayan Valley,Province of Isabela,AP
11259,CZA,MMCT,Aeropuerto Internacional de Chichen Itza,20.666668,-88.566666,118,http://www.chichen-itza-airport.com/,America/Merida,CZA,MX,Chichen Itza,Yucatan,,AP
11260,CZB,SSAK,Carlos Ruhl Airport,-28.641666,-53.558334,1312,,America/Sao_Paulo,CZB,BR,Cruz Alta,Rio Grande do Sul,Cruz Alta,AP
11261,CZC,Z93,Copper Center 2 Airport,61.966667,-145.3,994,,America/Anchorage,CZC,US,Copper Center,,,AP
11262,CZE,SVCR,JosÃ© Leonardo Chirinos Airport,11.415833,-69.681946,45,,America/Caracas,CZE,VE,Coro,Falcon,,AP
11263,CZF,PACZ,Cape Romanzof LRRS Airport,61.7803453,-166.04040401105107,383,,America/Nome,CZF,US,Cape Romanzof,,,AP
11264,CZH,,Corozal Municipal Airport,18.38232605,-88.41086533906282,45,,America/Belize,CZH,BZ,Corozal,,,AP
11265,CZJ,,CorazÃ³n de JesÃºs Airport,9.570556,-79.368614,45,,America/Panama,CZJ,PA,CorazÃ³n de JesÃºs and NarganÃ¡ Islands,Colon,,AP
11266,CZK,KCZK,Cascade Locks State Airport,45.666668,-121.9,62,http://www.oregon.gov/Aviation/pages/warning.aspx#Cascade_Locks,America/Los_Angeles,CZK,US,Cascade Locks,Oregon,Hood River County,AP
11267,CZL,DABC,Mohamed Boudiaf International Airport,36.3051916,6.6184457,2332,,Africa/Algiers,CZL,DZ,Constantine,Constantine,,AP
11268,CZM,MMCZ,Aeropuerto Internacional de Cozumel,20.52296195,-86.92943828095508,26,http://www.asur.com.mx/,America/Cancun,CZM,MX,Cozumel,Quintana Roo,,AP
11269,CZN,CZN,Chisana Airport,62.07083,-142.05,3261,,America/Anchorage,CZN,US,Chisana,,,AP
11270,CZO,CZO,Chistochina Airport,62.5636319,-144.669765,1952,,America/Anchorage,CZO,US,Chistochina,,,AP
11271,CZP,Z71,Cape Pole Seaplane Base,55.9661111,-133.7966667,"0",,America/Sitka,CZP,US,,,,AP
11272,CZR,UIAR,Chara Airport,56.913333,118.27,2201,,Asia/Chita,CZR,RU,Chara,,,AP
11273,CZS,SBCZ,Cruzeiro do Sul Airport,-7.583333,-72.78333,646,http://www.infraero.gov.br/index.php/aeroportos/acre/aeroporto-cruzeiro-do-sul.html,America/Rio_Branco,CZS,BR,Cruzeiro Do Sul,Acre,Cruzeiro Do Sul,AP
11274,CZT,KCZT,Dimmit County Airport,28.523977,-99.831245,629,,America/Chicago,CZT,US,Carrizo Springs,Texas,Dimmit County,AP
11275,CZU,SKCZ,Las Brujas Airport,9.3375,-75.282776,544,,America/Bogota,CZU,CO,Corozal,Sucre,,AP
11276,CZW,EPRU,CzÄ™stochowa-Rudniki Airport,50.816666,19.1,859,,Europe/Warsaw,CZW,PL,CzÄ™stochowa,Silesian Voivodeship,Czestochowa,AP
11277,CZX,ZSCG,Changzhou Benniu International Airport,31.9184829,119.77841391568919,39,,Asia/Shanghai,CZX,CN,Changzhou,Jiangsu Sheng,,AP
11278,CZY,YUNY,Cluny Airport,-24.516666,139.53334,275,,Australia/Brisbane,CZY,AU,,,,AP
11279,CZZ,,Campo,37.1,-102.583336,4314,,America/Los_Angeles,CZZ,US,Springfield,Colorado,Baca County,AP
11280,DAA,KDAA,Davison Army Air Field,37.5,-78.75,669,,America/New_York,DAA,US,Fort Belvoir,Virginia,Appomattox County,AP
11281,DAB,KDAB,Daytona Beach International Airport,29.181643899999997,-81.05426943447691,29,,America/New_York,DAB,US,Daytona Beach,Florida,Volusia County,AP
11282,DAC,VGHS,Hazrat Shahjalal International Airport,23.84229135,90.40375285964708,32,,Asia/Dhaka,DAC,BD,Dhaka,Dhaka,,AP
11283,DAD,VVDN,Da Nang International Airport,16.0425792,108.19716127833769,26,,Asia/Ho_Chi_Minh,DAD,VN,Da Nang,Da Nang,,AP
11284,DAF,,Daup Airport,-4.733333,144.95,311,,Pacific/Port_Moresby,DAF,PG,Madang,,,AP
11285,DAG,KDAG,Barstow Daggett Airport,34.25,-117.333336,4632,,America/Los_Angeles,DAG,US,Daggett,California,San Bernardino County,AP
11286,DAH,,Dathina Airport,13.866667,46.13333,2483,,Asia/Aden,DAH,YE,Mudiyah,Abyan,Mudiyah,AP
11287,DAJ,,Dauan Island,-9.433333,142.53334,187,,Australia/Brisbane,DAJ,AU,,,,AP
11288,DAK,HEDK,Ad Dakhla Airport,25.414722,28.999166,495,,Africa/Cairo,DAK,EG,,,,AP
11289,DAL,KDAL,Dallas Love Field,32.8450229,-96.8498413,495,http://www.dallas-lovefield.com/,America/Chicago,DFW,US,Dallas,Texas,Dallas County,AP
11290,DAM,OSDI,Damascus International Airport,33.4108334,36.51391166837934,1991,,Asia/Damascus,DAM,SY,Damascus,Rif-dimashq,,AP
11291,DAN,KDAN,Danville Regional Airport,36.573055,-79.335,557,,America/New_York,DAN,US,Danville,Virginia,City of Danville,AP
11292,DAO,,Dabo Airport,-8.433056,147.84944,101,,Pacific/Port_Moresby,DAO,PG,Kokoda,,,AP
11293,DAP,VNDL,Darchula Airport,29.668470399999997,80.54784910885797,2221,,Asia/Kathmandu,DAP,NP,Darchula,Western Region,,AP
11294,DAR,HTDA,Julius Nyerere International Airport,-6.8741937,39.20752396159325,75,http://www.tanzaniairports.com/,Africa/Dar_es_Salaam,DAR,TZ,Dar es Salaam,Dar es Salaam,,AP
11295,DAS,CFF4,Great Bear Lake Airport,66.7031021,-119.707,541,,America/Yellowknife,DAS,CA,Great Bear Lake,,,AP
11296,DAT,ZBDT,Datong Yungang Airport,40.06061715,113.4818546578876,3415,,Asia/Shanghai,DAT,CN,Datong,Shanxi Sheng,,AP
11297,DAU,AYDU,Daru Airport,-9.0867605,143.2079998419926,19,,Pacific/Port_Moresby,DAU,PG,Daru,,,AP
11298,DAV,MPDA,Enrique Malek International Airport,8.383333,-82.433334,39,,America/Panama,DAV,PA,David,Chiriqui,,AP
11299,DAX,ZUDX,Dachuan Airport,31.12818985,107.42848262928189,935,,Asia/Shanghai,DAX,CN,Dazhou,Sichuan,,AP
11300,DAY,KDAY,James M Cox Dayton International Airport,39.905318699999995,-84.22024542480268,1010,,America/New_York,DAY,US,Dayton,Ohio,Montgomery County,AP
11301,DAZ,OADZ,Darwaz Airport,38.4611015,70.8824997,5019,,Asia/Kabul,DAZ,AF,Darwaz,Badakhshan,,AP
11302,DBA,OPDB,Dalbandin Airport,28.873098,64.40751848244889,2782,,Asia/Karachi,DBA,PK,Dalbandin,Balochistan,,AP
11303,DBB,HEAL,El Alamein International Airport,30.924444,28.46139,65,,Africa/Cairo,DBB,EG,El Alamein,Muhafazat Matruh,,AP
11304,DBC,ZYBA,Baicheng Chang'an Airport,45.5065501,123.02069991148937,449,,Asia/Harbin,DBC,CN,Baicheng,Jilin Sheng,,AP
11305,DBD,VEDB,Dhanbad Airport,23.783333,86.45,767,,Asia/Kolkata,DBD,IN,Dhanbad,Jharkhand,Dhanbad,AP
11306,DBK,,Dutch Bay SPB,8.273,79.756,"0",,Asia/Colombo,DBK,LK,Puttalam,North Western,,AP
11307,DBM,HADM,Debre Markos Airport,10.319444,37.743057,7946,,Africa/Addis_Ababa,DBM,ET,Debra Marcos,Amhara,,AP
11308,DBN,KDBN,W H 'Bud' Barron Airport,32.561943,-82.986115,288,,America/New_York,DBN,US,Dublin,Georgia,Laurens County,AP
11309,DBO,YSDU,Dubbo City Regional Airport,-32.2150208,148.5781247728455,866,http://www.dubbo.nsw.gov.au/BusinessandIndustry/DubboCityRegionalAirport.html,Australia/Sydney,DBO,AU,Dubbo,New South Wales,Dubbo Municipality,AP
11310,DBP,AYDB,Debepare Airport,-6.3082279,141.90482854785125,272,,Pacific/Port_Moresby,DBP,PG,Debepare,,,AP
11311,DBQ,KDBQ,Dubuque Regional Airport,42.41,-90.71083,1066,,America/Chicago,DBQ,US,Dubuque,Iowa,Dubuque County,AP
11312,DBR,VE89,Darbhanga Airport,26.1967856,85.9118892,134,,Asia/Kolkata,DBR,IN,Darbhanga,Bihar,,AP
11313,DBS,U41,Dubois Municipal Airport,44.166668,-112.23333,5114,,America/Boise,DBS,US,Dubois,Idaho,Clark County,AP
11314,DBT,HADT,Debre Tabor Airport,11.968056,38.025276,7378,,Africa/Addis_Ababa,DBT,ET,Debre Tabor,,,AP
11315,DBU,,Dambulu Oya Tank Seaplane Base,7.86,80.651665,538,,Asia/Colombo,DBU,LK,Dambulla,Central,,AP
11316,DBV,LDDU,Dubrovnik RuÄ‘er BoÅ¡koviÄ‡ Airport,42.56149335,18.26433626257242,469,,Europe/Zagreb,DBV,HR,Dubrovnik,Dubrovacko-Neretvanska,,AP
11317,DBY,YDAY,Dalby Airport,-27.158043149999997,151.2593983957837,1112,,Australia/Brisbane,DBY,AU,Dalby,Queensland,Western Downs,AP
11318,DCA,KDCA,Ronald Reagan Washington National Airport,38.853436,-77.04346,52,http://www.flyreagan.com/dca/reagan-national-airport,America/New_York,WAS,US,Arlington,,,AP
11319,DCF,TDCF,Canefield Airport,15.5,-61.333332,1610,,America/Dominica,DOM,DM,Canefield,,,AP
11320,DCG,,Dubai Creek SPB,25.2644444,55.3116667,88,,Asia/Dubai,DXB,AE,,,,AP
11321,DCI,LIED,Decimomannu Air Base,39.35,8.966667,49,,Europe/Rome,DCI,IT,Decimomannu,Sardinia,Provincia di Cagliari,AP
11322,DCK,DCK,Dahl Creek Airport,66.9441134,-156.9057329,219,,America/Anchorage,DCK,US,Dahl Creek,,,AP
11323,DCM,LFCK,Castres-Mazamet Airport,43.5563998,2.289003274410029,741,,Europe/Paris,DCM,FR,Castres/Mazamet,Midi-Pyrenees,Departement du Tarn,AP
11324,DCN,YCIN,RAAF Base Curtin,-17.580804,123.82154363476033,236,,Australia/Perth,DRB,AU,Derby,,,AP
11325,DCP,,Cabin Plant Heliport,59.23361111,-121.691388,2112,,America/Vancouver,DCP,CA,Fort Nelson,British Columbia,Fort Nelson,AP
11326,DCR,,Decatur Hi-Way,40.833332,-84.933334,790,,America/Indiana/Indianapolis,DCR,US,Decatur,Indiana,Adams County,AP
11327,DCT,MYRD,Duncan Town Airport,22.25,-75.75,"0",,America/Nassau,DCT,BS,Duncan Town,Ragged Island,,AP
11328,DCU,KDCU,Pryor Field Regional Airport,34.6,-86.98333,610,,America/Chicago,DCU,US,Decatur,Alabama,Morgan County,AP
11329,DCY,ZUDC,Daocheng Yading Airport,29.31628015,100.06055347834386,14455,,Asia/Shanghai,DCY,CN,Daocheng County,Sichuan,,AP
11330,DDC,KDDC,Dodge City Regional Airport,37.7611827,-99.9657378,2582,,America/Chicago,DDC,US,Dodge City,Kansas,Ford County,AP
11331,DDD,VRMU,Dhaalu Atoll Airport,2.66648215,72.88611679765515,"0",,Indian/Maldives,DDD,MV,Kudahuvadhoo,Dhaalu Atholhu,,AP
11332,DDG,ZYDD,Dandong Langtou Airport,40.02644170000001,124.2815411011791,29,http://www.ddcei.gov.cn/english/index.html,Asia/Shanghai,DDG,CN,Dandong,,,AP
11333,DDI,,Daydream Island Helipad,-20.266666,148.81667,"0",,Australia/Brisbane,DDI,AU,,,,AP
11334,DDM,,Dodoima Airport,-8.483333,145.16667,"0",,Pacific/Port_Moresby,DDM,PG,,,,AP
11335,DDN,YDLT,Delta Downs Airport,-16.916668,141.3,45,,Australia/Brisbane,DDN,AU,,,,AP
11336,DDP,,Dorado Beach,18.483334,-66.15,"0",,America/Puerto_Rico,DDP,PR,Levittown,Toa Baja,,AP
11337,DDR,,Rikaze Dingri Airport,28.604567,86.798,14108,,Asia/Shanghai,DDR,CN,Xigaze,,,AP
11338,DDU,OPDD,Dadu West Airport,26.75,67.75,101,,Asia/Karachi,DDU,PK,Dadu,Sindh,,AP
11339,DEA,OPDG,Dera Ghazi Khan Airport,29.9462594,70.5222664,383,,Asia/Karachi,DEA,PK,Dera Ghazi Khan,,,AP
11340,DEB,LHDC,Debrecen International Airport,47.55,21.7,370,http://www.airportdebrecen.hu/,Europe/Budapest,DEB,HU,Debrecen,Hajdu-Bihar,,AP
11341,DEC,KDEC,Decatur Airport,39.83349835,-88.86199100508733,692,,America/Chicago,DEC,US,Decatur,Illinois,Macon County,AP
11342,DED,VIDN,Dehradun Jolly Grant Airport,30.316668,78.03333,2142,http://aai.aero/allAirports/dehradun_generalinfo.jsp,Asia/Kolkata,DED,IN,Dehradun,Uttarakhand,Dehradun,AP
11343,DEE,UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,43.96107965,145.6840017586635,692,,Asia/Sakhalin,DEE,RU,Kunashir Island,Sakhalin,Yuzhno-Kurilsky District,AP
11344,DEF,OIAD,Dezful Airport,32.4401058,48.385778,475,,Asia/Tehran,DEF,IR,Shush,Khuzestan,,AP
11345,DEH,KDEH,Decorah Municipal Airport,43.3,-91.8,853,,America/Chicago,DEH,US,Decorah,Iowa,Winneshiek County,AP
11346,DEI,FSSD,Denis Island Airport,-3.80192305,55.667200670657294,49,,Indian/Mahe,DEI,SC,Denis Island,,,AP
11347,DEL,VIDP,Indira Gandhi International Airport,28.5551678,77.08473847979485,757,http://www.newdelhiairport.in/,Asia/Kolkata,DEL,IN,New Delhi,Haryana,Gurgaon,AP
11348,DEM,HADD,Dembidollo Airport,8.5508879,34.85988637487796,5055,,Africa/Addis_Ababa,DEM,ET,Dembidollo,Oromiya,,AP
11349,DEN,KDEN,Denver International Airport,39.8606676,-104.68536732610298,5347,http://www.flydenver.com/,America/Denver,DEN,US,Denver,Colorado,Weld County,AP
11350,DEO,,Hyatt Regency Heliport,42.3,-83.166664,587,,America/Detroit,DEO,US,Melvindale,Michigan,Wayne County,AP
11351,DEP,VEDZ,Daporijo Airport,27.35,"94.0",1115,,Asia/Kolkata,DEP,IN,Daporijo,,,AP
11352,DEQ,,Deqing Moganshan Airport,30.504167,120.107222,29,,Asia/Shanghai,DEQ,CN,Leidian,Zhejiang Sheng,,AP
11353,DER,AYDE,Derim Airport,-6.1,147.08333,5269,,Pacific/Port_Moresby,DER,PG,Derim,,,AP
11354,DES,FSDR,Desroches Airport,-5.696611750000001,53.655951954638475,32,,Indian/Mahe,DES,SC,Desroches Island,Port Glaud,,AP
11355,DET,KDET,Coleman A. Young Municipal Airport,42.4112358,-83.00852132166864,600,,America/Detroit,DTT,US,Detroit,Michigan,Wayne County,AP
11356,DEX,WAVD,Nop Goliat Dekai Airport,-4.8560338000000005,139.47972109915636,154,,Asia/Jakarta,DEX,ID,Dekai - Yahukimo,,,AP
11357,DEZ,OSDZ,Deir ez-Zor Airport,35.28755,40.186806,682,,Asia/Damascus,DEZ,SY,Deir ez-Zor,Deir ez-Zor,,AP
